%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=123, 2025/07/31 19:39:6.31)
33 529  1.175413232776955738e+03 0 0 5.341698e+01 -2.195908e+00 5.473331e+01 -6.625739e+00 4.168461e+01 9.336476e+01 8.845462e+01 -2.474824e+01 3.344517e+01 7.668247e+01 7.258533e+01 1.670363e+01 3.020436e+00 5.123537e+00 1.751307e+00 7.835846e+00 
34 545  1.181195736701269425e+03 0 0 5.684789e+01 5.992125e+00 2.106268e+01 -1.954142e+01 3.958811e+01 9.205004e+01 9.771915e+01 -2.195957e+01 2.632211e+01 9.402885e+01 8.902042e+01 1.949801e+01 1.586252e+00 8.387859e+00 5.683985e-01 9.677799e+00 
35 561  1.179779614234207656e+03 0 0 3.999125e+01 -7.741557e-01 2.990880e+01 -3.061005e+00 4.353527e+01 9.991183e+01 9.109157e+01 -1.305312e+01 3.534371e+01 8.128121e+01 7.232660e+01 2.076291e+01 2.077447e+00 6.760753e+00 1.311445e+00 8.985517e+00 
36 577  1.175885101613449251e+03 0 0 3.569272e+01 -1.351725e+00 3.402530e+01 -1.169349e+01 3.144863e+01 1.181133e+02 1.011827e+02 -2.670158e+01 4.497624e+01 9.193904e+01 8.049446e+01 1.316119e+01 3.467777e+00 6.573999e+00 1.905357e+00 8.304238e+00 
37 593  1.178034388086779700e+03 0 0 3.783548e+01 7.649237e+00 3.656605e+01 -9.228236e-02 2.393113e+01 1.110478e+02 8.812209e+01 -9.761998e+00 3.443976e+01 8.686007e+01 8.387312e+01 1.825186e+01 1.891358e+00 8.473140e+00 4.487411e-01 7.758385e+00 
38 609  1.173981871949280730e+03 0 0 4.535990e+01 -6.215936e+00 3.210090e+01 -9.665954e+00 1.934814e+01 1.102466e+02 7.220029e+01 -1.773447e+01 2.773768e+01 9.062323e+01 7.733747e+01 1.565589e+01 2.256116e+00 7.433745e+00 1.642108e+00 7.371025e+00 
39 625  1.168823481521505755e+03 0 0 4.181379e+01 -1.737003e+00 4.417428e+01 1.009285e+00 3.561546e+01 1.146439e+02 7.724724e+01 -1.496525e+01 1.769890e+01 7.677012e+01 6.749096e+01 1.695068e+01 2.713426e+00 7.895841e+00 -3.581087e-01 5.978833e+00 
40 641  1.168422532333774825e+03 0 0 4.180167e+01 -6.068710e+00 4.426981e+01 9.765173e-01 2.521086e+01 1.075464e+02 7.826622e+01 -2.669738e+00 9.220306e+00 6.591466e+01 7.148996e+01 1.184830e+01 1.793703e+00 6.052589e+00 1.050426e-01 8.276803e+00 
41 657  1.166676250503751135e+03 0 0 6.142200e+01 1.347740e+01 4.333348e+01 -1.118727e+01 2.622895e+01 1.081015e+02 8.908933e+01 -1.563551e+01 9.081964e+00 6.881589e+01 6.674540e+01 1.619419e+01 1.554118e+00 7.177295e+00 -1.295702e+00 7.888801e+00 
42 673  1.176390269266746600e+03 0 0 4.930832e+01 -1.805215e+01 2.584862e+01 -3.177987e+00 3.015084e+01 1.054350e+02 6.957177e+01 -1.532162e+01 2.570795e+01 8.930446e+01 6.983642e+01 1.750191e+01 1.206074e+00 6.477875e+00 1.617585e-01 8.675561e+00 
43 689  1.171067163131678171e+03 0 0 3.095906e+01 -1.188151e+01 3.485619e+01 7.239564e+00 -1.145902e+01 1.001805e+02 6.458118e+01 -1.468522e+01 1.488766e+01 8.287587e+01 6.250455e+01 1.385261e+01 1.181624e+00 6.317992e+00 -1.786299e-02 8.627607e+00 
