%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=123, 2025/07/31 19:39:6.31)
1 17 2.815788e+01 0 0 2.800884e+01 2.798178e+01 2.806606e+01 2.812105e+01 2.818551e+01 2.790310e+01 2.798214e+01 2.814833e+01 2.796763e+01 2.835857e+01 2.799016e+01 2.826213e+01 2.790045e+00 2.792605e+00 2.815157e+00 2.798033e+00 
2 33 2.682841e+01 0 0 2.643064e+01 2.666112e+01 2.662164e+01 2.677330e+01 2.698888e+01 2.635793e+01 2.658996e+01 2.664502e+01 2.661346e+01 2.694488e+01 2.646947e+01 2.687269e+01 2.641376e+00 2.649634e+00 2.652197e+00 2.676519e+00 
3 49 2.614894e+01 0 0 2.549434e+01 2.620318e+01 2.610692e+01 2.598287e+01 2.702924e+01 2.575252e+01 2.572515e+01 2.612625e+01 2.593375e+01 2.614829e+01 2.560570e+01 2.596554e+01 2.551514e+00 2.571542e+00 2.568341e+00 2.590553e+00 
4 65 2.601691e+01 0 0 2.520114e+01 2.591014e+01 2.573007e+01 2.603551e+01 2.680100e+01 2.581803e+01 2.545092e+01 2.592233e+01 2.572471e+01 2.598888e+01 2.538698e+01 2.580677e+01 2.546406e+00 2.546639e+00 2.529506e+00 2.558421e+00 
5 81 2.674488e+01 0 0 2.597207e+01 2.651063e+01 2.636431e+01 2.697785e+01 2.736360e+01 2.668944e+01 2.591780e+01 2.661813e+01 2.635243e+01 2.688199e+01 2.599994e+01 2.641963e+01 2.614366e+00 2.630492e+00 2.608071e+00 2.602831e+00 
6 97 2.571897e+01 0 0 2.473607e+01 2.536518e+01 2.514023e+01 2.608139e+01 2.617283e+01 2.568640e+01 2.473416e+01 2.578351e+01 2.522818e+01 2.591230e+01 2.477607e+01 2.526719e+01 2.523508e+00 2.512278e+00 2.498216e+00 2.487119e+00 
7 113 2.558679e+01 0 0 2.444988e+01 2.511960e+01 2.490938e+01 2.605117e+01 2.601821e+01 2.550221e+01 2.445646e+01 2.601903e+01 2.535967e+01 2.577475e+01 2.465259e+01 2.488272e+01 2.502960e+00 2.504882e+00 2.483123e+00 2.485184e+00 
8 129 2.453818e+01 0 0 2.331128e+01 2.400948e+01 2.367608e+01 2.515924e+01 2.483573e+01 2.429900e+01 2.330419e+01 2.497430e+01 2.432979e+01 2.465300e+01 2.352260e+01 2.368915e+01 2.387925e+00 2.380093e+00 2.384852e+00 2.360684e+00 
9 145 2.413183e+01 0 0 2.276009e+01 2.338482e+01 2.305362e+01 2.508768e+01 2.419847e+01 2.408114e+01 2.268805e+01 2.452417e+01 2.375739e+01 2.427051e+01 2.305453e+01 2.307643e+01 2.344926e+00 2.339884e+00 2.327691e+00 2.333687e+00 
10 161 2.394623e+01 0 0 2.269835e+01 2.300108e+01 2.300533e+01 2.477982e+01 2.424175e+01 2.383093e+01 2.252617e+01 2.408705e+01 2.356795e+01 2.399970e+01 2.283583e+01 2.266834e+01 2.332233e+00 2.337918e+00 2.325684e+00 2.312571e+00 
