%  columns="iteration, evaluation, void, void, void, xmean" (startseed=123, 2025/07/31 19:39:6.31)
0 1 0 0 0 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000500e+01 5.000050e+00 5.000050e+00 5.000050e+00 5.000050e+00 
1 17 0 0 0 3.414358e+01 4.828711e+01 3.945082e+01 4.542552e+01 5.260234e+01 3.802108e+01 3.244229e+01 4.296761e+01 5.546679e+01 8.133921e+01 5.180698e+01 2.159436e+01 4.926003e+00 5.680928e+00 6.371693e+00 5.750863e+00 
2 33 0 0 0 4.063889e+01 4.222918e+01 4.159931e+01 4.887865e+01 4.607886e+01 5.025384e+01 2.438351e+01 5.025692e+01 7.186040e+01 8.659674e+01 6.348941e+01 1.540811e+01 3.812946e+00 5.654223e+00 5.843001e+00 7.632721e+00 
3 49 0 0 0 3.637607e+01 2.183984e+01 3.876016e+01 6.605924e+01 7.746302e+01 7.156198e+01 3.540359e+01 2.924586e+01 8.129185e+01 7.023843e+01 6.259691e+01 2.238151e+01 4.414677e+00 6.184188e+00 5.641277e+00 6.702362e+00 
4 65 0 0 0 4.253971e+01 1.668476e+01 4.527307e+01 8.597816e+01 6.881901e+01 8.216859e+01 3.229909e+01 2.511037e+01 7.157271e+01 7.725925e+01 7.395423e+01 1.098027e+01 6.739208e+00 6.657590e+00 5.205872e+00 6.937123e+00 
5 81 0 0 0 5.121393e+01 3.030801e+01 5.311619e+01 1.004434e+02 7.510486e+01 8.722578e+01 4.120488e+01 1.378623e+01 5.245509e+01 9.688866e+01 7.819574e+01 6.358894e+00 7.366926e+00 7.931637e+00 4.583282e+00 7.276808e+00 
6 97 0 0 0 4.551721e+01 2.992080e+01 5.815291e+01 7.608950e+01 7.094035e+01 9.355314e+01 4.546328e+01 -5.506411e+00 6.190865e+01 9.239862e+01 7.647037e+01 2.507179e+01 6.706865e+00 6.469836e+00 3.748140e+00 7.645927e+00 
7 113 0 0 0 3.814082e+01 2.129253e+01 5.328206e+01 7.818348e+01 7.103585e+01 9.247004e+01 5.722728e+01 -2.073266e+01 8.020813e+01 1.064652e+02 7.822104e+01 3.131980e+01 6.377311e+00 8.065411e+00 5.815207e+00 8.654388e+00 
8 129 0 0 0 3.190332e+01 1.780208e+01 4.373440e+01 5.622692e+01 7.245660e+01 8.946276e+01 5.479848e+01 -2.074968e+01 5.654323e+01 1.004575e+02 8.740780e+01 1.654047e+01 6.306792e+00 7.547926e+00 3.342649e+00 8.507665e+00 
9 145 0 0 0 3.204680e+01 1.890158e+01 4.119714e+01 4.005007e+01 7.145799e+01 6.734854e+01 5.281265e+01 -1.440307e+01 4.745279e+01 1.119679e+02 9.037725e+01 1.356175e+01 7.471245e+00 8.154198e+00 3.573398e+00 9.918124e+00 
10 161 0 0 0 5.576741e+01 2.544347e+01 3.320068e+01 4.652164e+01 8.109402e+01 6.373625e+01 6.813282e+01 -1.072729e+01 4.302333e+01 1.105256e+02 8.771118e+01 1.469944e+01 5.332504e+00 9.799426e+00 2.012498e+00 8.675832e+00 
11 177 0 0 0 5.176011e+01 2.750874e+01 2.921061e+01 4.436387e+01 8.169595e+01 5.312032e+01 6.968093e+01 -7.511868e+00 6.958441e+01 1.148893e+02 9.924905e+01 1.127058e+01 3.410243e+00 1.030878e+01 2.028627e+00 7.783380e+00 
12 193 0 0 0 4.951555e+01 2.309085e+01 3.807408e+01 4.232330e+01 6.829724e+01 5.064539e+01 7.506642e+01 -1.016598e+01 6.629133e+01 1.253155e+02 1.061891e+02 1.549277e+01 4.376052e+00 8.858965e+00 2.196743e+00 8.699114e+00 
13 209 0 0 0 5.809999e+01 8.837558e+00 1.899889e+01 5.246887e+01 8.070864e+01 6.908083e+01 7.640271e+01 -7.220249e+00 6.458426e+01 1.243480e+02 1.052564e+02 1.733967e+01 6.400233e+00 9.554046e+00 3.229770e+00 9.812086e+00 
14 225 0 0 0 6.508369e+01 3.547759e+00 1.961735e+01 6.188982e+01 7.310434e+01 7.667351e+01 7.205667e+01 -6.170595e+00 6.260237e+01 1.136383e+02 8.967482e+01 2.497768e+01 5.818149e+00 9.029784e+00 1.031428e+00 9.713631e+00 
15 241 0 0 0 5.971008e+01 1.152743e+01 3.266227e+01 5.809584e+01 6.781735e+01 7.346117e+01 5.832667e+01 -2.076927e+01 6.583490e+01 1.156595e+02 8.609759e+01 1.711516e+01 5.667247e+00 8.692386e+00 4.196919e-01 9.497131e+00 
16 257 0 0 0 7.380288e+01 1.046437e+01 3.818500e+01 6.912241e+01 7.426127e+01 7.681682e+01 6.100368e+01 -9.515831e+00 7.058256e+01 1.090076e+02 9.473850e+01 1.613544e+01 5.320043e+00 8.180280e+00 6.520977e-01 9.576849e+00 
17 273 0 0 0 7.295952e+01 7.002465e+00 3.566149e+01 5.743477e+01 7.476880e+01 8.253469e+01 7.341397e+01 -1.427875e+01 6.092550e+01 1.019538e+02 8.693874e+01 1.628857e+01 4.460705e+00 8.676679e+00 -4.845245e-02 8.816234e+00 
18 289 0 0 0 7.258850e+01 -6.094714e+00 3.736578e+01 6.010752e+01 5.758940e+01 8.467659e+01 7.558029e+01 -2.181254e+01 5.723530e+01 1.007917e+02 9.141722e+01 1.677580e+01 5.691577e+00 8.153159e+00 7.048399e-02 7.475469e+00 
19 305 0 0 0 7.713485e+01 -2.087730e+00 3.861360e+01 3.741854e+01 6.204696e+01 8.309834e+01 8.332854e+01 -1.408111e+01 5.587542e+01 9.515622e+01 9.095238e+01 1.739205e+01 5.714345e+00 8.769900e+00 2.319481e-01 7.613722e+00 
20 321 0 0 0 6.165035e+01 -3.412523e+00 4.110896e+01 3.675823e+01 5.210638e+01 7.741185e+01 8.491358e+01 -1.711811e+01 4.780420e+01 8.448066e+01 8.821547e+01 1.298537e+01 5.260437e+00 8.122463e+00 3.739911e-01 7.576755e+00 
21 337 0 0 0 6.310520e+01 -1.016373e+01 4.190585e+01 2.764268e+01 4.920198e+01 7.624129e+01 8.122757e+01 -1.292486e+01 4.340448e+01 8.514519e+01 9.612389e+01 1.424481e+01 5.207040e+00 7.756451e+00 4.426991e-01 7.773492e+00 
22 353 0 0 0 5.015509e+01 -1.016454e+01 3.567395e+01 2.267797e+01 4.263257e+01 7.186438e+01 8.366832e+01 -9.687936e+00 4.881138e+01 9.218847e+01 1.021158e+02 1.026994e+01 4.742201e+00 6.981297e+00 1.520605e-01 8.211290e+00 
23 369 0 0 0 4.872998e+01 -7.855297e+00 4.008704e+01 1.801962e+01 3.254520e+01 6.371414e+01 8.589556e+01 -7.370539e+00 5.192936e+01 1.006764e+02 1.075991e+02 1.308387e+01 4.302105e+00 6.512229e+00 7.781429e-01 7.912945e+00 
24 385 0 0 0 4.401190e+01 -6.646114e+00 4.209951e+01 1.581207e+01 2.429895e+01 7.396071e+01 9.143285e+01 -1.206043e+01 5.520004e+01 9.958050e+01 1.004538e+02 2.016204e+01 4.580302e+00 6.445348e+00 7.840518e-01 7.772998e+00 
25 401 0 0 0 4.789716e+01 -4.402454e+00 3.762524e+01 1.162123e+01 2.694561e+01 7.801286e+01 9.777490e+01 -1.564435e+01 4.827749e+01 8.790447e+01 1.017258e+02 1.686642e+01 4.706919e+00 7.166708e+00 3.412811e-01 8.078679e+00 
26 417 0 0 0 4.995328e+01 -4.653489e+00 3.642025e+01 6.907875e+00 2.972852e+01 8.526697e+01 9.848625e+01 -1.280911e+01 5.100913e+01 8.640752e+01 9.434091e+01 1.582424e+01 4.703259e+00 6.769511e+00 -1.270570e-01 8.460367e+00 
27 433 0 0 0 4.358982e+01 -4.858237e+00 2.867000e+01 6.431665e+00 3.241264e+01 8.489833e+01 9.624222e+01 -1.039108e+01 5.297300e+01 8.331178e+01 9.302919e+01 1.495303e+01 4.559647e+00 5.849943e+00 1.243541e+00 7.453282e+00 
28 449 0 0 0 4.698907e+01 1.241986e-01 2.635857e+01 -5.324990e-01 4.046941e+01 8.902740e+01 9.548198e+01 -9.718891e+00 5.046868e+01 8.491934e+01 8.915425e+01 1.727922e+01 4.296873e+00 5.729475e+00 1.475155e+00 7.966946e+00 
29 465 0 0 0 4.198461e+01 1.938036e+00 3.067511e+01 -7.531724e+00 3.937585e+01 8.920659e+01 9.629172e+01 -1.070909e+01 4.972055e+01 8.482274e+01 8.473579e+01 1.410664e+01 3.296573e+00 6.553189e+00 1.315887e+00 8.230667e+00 
