%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=123, 2025/07/31 19:39:6.31)
14 225 2.021804e+01 1.097699e+00 9.286740e-02 9.286740e-02 9.390370e-02 9.451036e-02 9.974782e-02 8.695778e-01 8.869101e-01 8.948889e-01 9.023621e-01 9.204434e-01 9.258864e-01 9.531132e-01 9.744942e-01 1.004491e+00 1.037121e+00 1.071933e+00 1.097699e+00 
15 241 1.864511e+01 1.090871e+00 9.209549e-02 9.209549e-02 9.351257e-02 9.390348e-02 9.954755e-02 8.612168e-01 8.866072e-01 8.929507e-01 8.986944e-01 9.171494e-01 9.226565e-01 9.529502e-01 9.834042e-01 1.011151e+00 1.032946e+00 1.063326e+00 1.090871e+00 
16 257 1.729894e+01 1.093933e+00 9.127246e-02 9.127246e-02 9.271810e-02 9.337303e-02 9.907661e-02 8.532833e-01 8.831148e-01 8.884459e-01 8.964743e-01 9.136767e-01 9.222102e-01 9.492413e-01 9.891686e-01 1.012879e+00 1.030556e+00 1.068340e+00 1.093933e+00 
17 273 1.616943e+01 1.098671e+00 9.044980e-02 9.044980e-02 9.239299e-02 9.325457e-02 9.934920e-02 8.489759e-01 8.790812e-01 8.830504e-01 8.944450e-01 9.070774e-01 9.252565e-01 9.395396e-01 9.845704e-01 1.004250e+00 1.025682e+00 1.065827e+00 1.098671e+00 
18 289 1.609521e+01 1.090382e+00 9.130021e-02 9.130021e-02 9.218390e-02 9.326813e-02 9.869222e-02 8.421826e-01 8.704493e-01 8.740514e-01 8.906773e-01 9.061955e-01 9.302511e-01 9.494990e-01 9.764629e-01 9.976728e-01 1.021069e+00 1.064505e+00 1.090382e+00 
19 305 1.580410e+01 1.096212e+00 9.088850e-02 9.088850e-02 9.147427e-02 9.277494e-02 9.837478e-02 8.339286e-01 8.634219e-01 8.702965e-01 8.872679e-01 9.033852e-01 9.246631e-01 9.567175e-01 9.890269e-01 9.967385e-01 1.022857e+00 1.059629e+00 1.096212e+00 
20 321 1.573176e+01 1.097814e+00 9.023778e-02 9.023778e-02 9.076397e-02 9.215769e-02 9.757080e-02 8.307837e-01 8.603122e-01 8.616117e-01 8.888916e-01 8.968855e-01 9.288222e-01 9.561334e-01 9.927966e-01 1.005172e+00 1.028008e+00 1.063042e+00 1.097814e+00 
21 337 1.540171e+01 1.113684e+00 8.975298e-02 8.975298e-02 9.039025e-02 9.145155e-02 9.731325e-02 8.220524e-01 8.524408e-01 8.624663e-01 8.858870e-01 8.992261e-01 9.213310e-01 9.498794e-01 9.842714e-01 1.008070e+00 1.023829e+00 1.074667e+00 1.113684e+00 
22 353 1.530960e+01 1.126797e+00 8.883821e-02 8.883821e-02 9.004894e-02 9.118422e-02 9.689576e-02 8.171032e-01 8.460960e-01 8.569709e-01 8.793722e-01 8.948306e-01 9.170611e-01 9.472320e-01 9.747839e-01 9.993486e-01 1.029316e+00 1.086672e+00 1.126797e+00 
23 369 1.539913e+01 1.165761e+00 8.853177e-02 8.853177e-02 8.937085e-02 9.130707e-02 9.631726e-02 8.090863e-01 8.427398e-01 8.504495e-01 8.737691e-01 8.863331e-01 9.115987e-01 9.544643e-01 9.670675e-01 9.917835e-01 1.025654e+00 1.084267e+00 1.165761e+00 
24 385 1.511260e+01 1.188191e+00 8.828356e-02 8.828356e-02 8.874673e-02 9.042933e-02 9.651168e-02 7.998950e-01 8.341748e-01 8.409059e-01 8.752821e-01 8.810668e-01 9.035102e-01 9.496332e-01 9.707550e-01 9.909490e-01 1.019665e+00 1.084972e+00 1.188191e+00 
25 401 1.433405e+01 1.191978e+00 8.748061e-02 8.748061e-02 8.837159e-02 9.072336e-02 9.632505e-02 7.924203e-01 8.269306e-01 8.318509e-01 8.691573e-01 8.811718e-01 8.996218e-01 9.398167e-01 9.667833e-01 9.864048e-01 1.014832e+00 1.082216e+00 1.191978e+00 
26 417 1.356906e+01 1.188784e+00 8.707124e-02 8.707124e-02 8.856810e-02 9.045571e-02 9.631705e-02 7.866457e-01 8.210526e-01 8.267030e-01 8.600103e-01 8.761456e-01 9.009181e-01 9.345821e-01 9.603423e-01 9.773646e-01 1.005621e+00 1.074648e+00 1.188784e+00 
27 433 1.310068e+01 1.185784e+00 8.638707e-02 8.638707e-02 8.847274e-02 9.251323e-02 9.620008e-02 7.784581e-01 8.121141e-01 8.181244e-01 8.552221e-01 8.715575e-01 9.052312e-01 9.453854e-01 9.533569e-01 9.693713e-01 9.994240e-01 1.075153e+00 1.185784e+00 
28 449 1.276008e+01 1.176935e+00 8.604173e-02 8.604173e-02 8.892763e-02 9.282816e-02 9.545217e-02 7.698396e-01 8.029188e-01 8.130556e-01 8.526288e-01 8.652663e-01 9.081401e-01 9.418472e-01 9.489592e-01 9.648148e-01 9.939314e-01 1.086869e+00 1.176935e+00 
29 465 1.244532e+01 1.177805e+00 8.599932e-02 8.599932e-02 8.845331e-02 9.395871e-02 9.507759e-02 7.640136e-01 7.952333e-01 8.067620e-01 8.496386e-01 8.600526e-01 9.085761e-01 9.392799e-01 9.435417e-01 9.600802e-01 9.834564e-01 1.092053e+00 1.177805e+00 
30 481 1.250657e+01 1.172167e+00 8.651533e-02 8.651533e-02 8.862852e-02 9.368396e-02 9.659400e-02 7.555256e-01 7.915185e-01 8.075571e-01 8.440226e-01 8.554515e-01 9.030621e-01 9.306427e-01 9.409496e-01 9.674839e-01 9.786710e-01 1.087335e+00 1.172167e+00 
31 497 1.206811e+01 1.162794e+00 8.576219e-02 8.576219e-02 8.821828e-02 9.290845e-02 9.625991e-02 7.471662e-01 7.878322e-01 8.054773e-01 8.375782e-01 8.517576e-01 8.971620e-01 9.354149e-01 9.463368e-01 9.632960e-01 9.925149e-01 1.081382e+00 1.162794e+00 
32 513 1.160161e+01 1.163623e+00 8.546009e-02 8.546009e-02 8.849138e-02 9.253012e-02 9.614458e-02 7.391416e-01 7.812794e-01 7.988058e-01 8.349928e-01 8.487451e-01 8.991090e-01 9.392918e-01 9.443719e-01 9.562123e-01 9.936179e-01 1.082480e+00 1.163623e+00 
33 529 1.127407e+01 1.156772e+00 8.477559e-02 8.477559e-02 8.892339e-02 9.218014e-02 9.556075e-02 7.319189e-01 7.791296e-01 7.944908e-01 8.363045e-01 8.594383e-01 8.928726e-01 9.409812e-01 9.450508e-01 9.697900e-01 9.937216e-01 1.074718e+00 1.156772e+00 
34 545 1.127803e+01 1.154017e+00 8.446366e-02 8.446366e-02 8.840984e-02 9.167013e-02 9.885152e-02 7.260943e-01 7.718387e-01 7.962828e-01 8.357898e-01 8.620022e-01 8.892004e-01 9.328160e-01 9.372155e-01 9.741701e-01 9.971089e-01 1.086731e+00 1.154017e+00 
35 561 1.036546e+01 1.158895e+00 8.357260e-02 8.357260e-02 8.776131e-02 9.135020e-02 9.878886e-02 7.192330e-01 7.652721e-01 7.918530e-01 8.262461e-01 8.563929e-01 8.875069e-01 9.294766e-01 9.300452e-01 9.766507e-01 9.952726e-01 1.082324e+00 1.158895e+00 
36 577 9.291802e+00 1.157298e+00 8.311354e-02 8.311354e-02 8.715933e-02 9.059790e-02 1.002210e-01 7.122324e-01 7.573583e-01 7.877205e-01 8.163854e-01 8.521200e-01 8.827060e-01 9.205878e-01 9.297154e-01 9.714755e-01 9.887447e-01 1.073058e+00 1.157298e+00 
37 593 8.846824e+00 1.146211e+00 8.353344e-02 8.353344e-02 8.713750e-02 8.970773e-02 9.972178e-02 7.072793e-01 7.495615e-01 7.832782e-01 8.190946e-01 8.471314e-01 8.746435e-01 9.165835e-01 9.350805e-01 9.630992e-01 9.880238e-01 1.067825e+00 1.146211e+00 
38 609 8.401080e+00 1.144344e+00 8.278158e-02 8.278158e-02 8.674088e-02 8.935996e-02 9.924049e-02 6.996618e-01 7.419862e-01 7.801923e-01 8.116144e-01 8.415829e-01 8.698091e-01 9.099956e-01 9.301233e-01 9.593478e-01 9.874949e-01 1.067240e+00 1.144344e+00 
39 625 8.895628e+00 1.137933e+00 8.313733e-02 8.313733e-02 8.736346e-02 9.043808e-02 9.883801e-02 6.949202e-01 7.381617e-01 7.783320e-01 8.067788e-01 8.378726e-01 8.780587e-01 9.078039e-01 9.228625e-01 9.660705e-01 9.923073e-01 1.114669e+00 1.137933e+00 
40 641 8.903236e+00 1.140616e+00 8.366197e-02 8.366197e-02 8.699751e-02 8.948267e-02 9.817680e-02 6.888528e-01 7.360868e-01 7.700380e-01 8.000769e-01 8.352258e-01 8.757199e-01 8.983305e-01 9.198856e-01 9.621115e-01 9.979191e-01 1.123105e+00 1.140616e+00 
41 657 8.788129e+00 1.150108e+00 8.310090e-02 8.310090e-02 8.613539e-02 8.909436e-02 9.727870e-02 6.806448e-01 7.296496e-01 7.665732e-01 7.992146e-01 8.444963e-01 8.690926e-01 8.957187e-01 9.176234e-01 9.528036e-01 1.009921e+00 1.120538e+00 1.150108e+00 
42 673 9.171039e+00 1.144737e+00 8.267259e-02 8.267259e-02 8.589322e-02 8.914501e-02 9.656106e-02 6.784213e-01 7.323389e-01 7.635112e-01 8.011578e-01 8.466846e-01 8.677835e-01 8.940647e-01 9.141785e-01 9.463547e-01 1.039686e+00 1.110660e+00 1.144737e+00 
43 689 9.230665e+00 1.143753e+00 8.251938e-02 8.251938e-02 8.505583e-02 8.953393e-02 9.613662e-02 6.702968e-01 7.274443e-01 7.612224e-01 7.947673e-01 8.444705e-01 8.655121e-01 8.867287e-01 9.232038e-01 9.434278e-01 1.051883e+00 1.132566e+00 1.143753e+00 
